qid,ql_ndcg,bm25_ndcg,cos_sim_ndcg,bm25Okapi,bm25_impl_one
1087537,0.5654648767857287,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1088381,0.5,1.0,0.6309297535714573,0.6309297535714573,1.0
1088386,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1088756,1.0,1.0,1.0,1.0,1.0
1089405,0.12114976280216538,0.11953574925070731,0.131709668568611,0.11953574925070731,0.11953574925070731
1089576,0.6309297535714573,1.0,0.6309297535714573,1.0,1.0
1089894,1.0,1.0,1.0,1.0,1.0
1089941,1.0,1.0,0.6309297535714573,1.0,1.0
1090367,0.5,0.4306765580733929,1.0,0.4306765580733929,0.4306765580733929
42076,0.6309297535714573,0.6309297535714573,0.3154648767857289,0.6309297535714573,0.6309297535714573
1090684,0.5,0.3154648767857289,0.1692938075987822,0.22106472945750344,0.3154648767857289
566475,1.0,1.0,0.5,1.0,1.0
1091005,0.25,0.2446505421182259,0.16315121968351143,0.201849086582099,0.2446505421182259
1092108,0.35620718710802235,0.5,0.4306765580733929,0.5,0.5
1092369,0.8154648767857287,0.5,0.6309297535714573,0.5,0.5
1092383,1.0,1.0,1.0,1.0,1.0
1092897,1.0,1.0,1.0,1.0,1.0
313277,1.0,1.0,0.6309297535714573,1.0,1.0
1093286,1.0,1.0,1.0,1.0,1.0
1093353,1.0,1.0,0.3154648767857289,1.0,1.0
1040248,1.0,1.0,1.0,1.0,1.0
1093405,1.0,1.0,1.0,1.0,1.0
1093467,1.0,1.0,0.6309297535714573,1.0,1.0
569199,0.28906482631788766,0.28906482631788766,0.3154648767857289,0.28906482631788766,0.28906482631788766
1093532,1.0,1.0,0.3154648767857289,1.0,1.0
1093619,1.0,1.0,1.0,1.0,1.0
1093724,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1093748,1.0,1.0,1.0,1.0,1.0
1094390,1.0,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1094983,1.0,1.0,1.0,1.0,1.0
1095027,1.0,1.0,1.0,1.0,1.0
1095088,1.0,1.0,1.0,1.0,1.0
1095141,1.0,1.0,1.0,1.0,1.0
1095163,1.0,1.0,1.0,1.0,1.0
1095561,1.0,1.0,1.0,1.0,1.0
1095692,0.6309297535714573,0.5,0.6309297535714573,0.5,0.5
1095772,1.0,1.0,0.38685280723454163,1.0,1.0
1095832,1.0,1.0,1.0,1.0,1.0
1095865,1.0,1.0,1.0,1.0,1.0
1095868,1.0,1.0,1.0,1.0,1.0
1095900,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1096077,1.0,1.0,1.0,1.0,1.0
1096200,1.0,1.0,1.0,1.0,1.0
1096321,1.0,1.0,1.0,1.0,1.0
1096348,0.27894294565112965,0.27894294565112965,0.201849086582099,0.27894294565112965,0.27894294565112965
1096349,1.0,1.0,1.0,1.0,1.0
1096516,1.0,1.0,1.0,1.0,1.0
1096745,0.6309297535714573,0.5,0.6309297535714573,0.5,0.5
1096920,0.6309297535714573,0.5,1.0,0.5,0.5
1096933,1.0,1.0,0.6309297535714573,1.0,1.0
1097223,1.0,1.0,1.0,1.0,1.0
1097602,1.0,1.0,0.6309297535714573,1.0,1.0
1098142,1.0,1.0,1.0,1.0,1.0
1098152,0.13908545219853963,0.25,0.1854490234153694,0.2559580248098152,0.25
1098232,0.1771838201355571,0.2702381544273198,0.18003132665669241,0.2626495350371938,0.2702381544273198
1098878,0.4306765580733929,0.4306765580733929,0.5,0.4306765580733929,0.4306765580733929
1099172,1.0,1.0,1.0,1.0,1.0
1099178,0.38685280723454163,0.1934264036172717,0.1892003595168692,0.1949590218937871,0.1934264036172717
1100003,1.0,1.0,1.0,1.0,1.0
1100005,1.0,1.0,1.0,1.0,1.0
1100112,1.0,1.0,1.0,1.0,1.0
1100404,1.0,1.0,1.0,1.0,1.0
1100805,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1100844,0.3154648767857289,0.3010299956639808,0.25,0.3010299956639808,0.3010299956639808
1100913,0.6309297535714573,1.0,1.0,1.0,1.0
1101162,1.0,1.0,1.0,1.0,1.0
1101350,0.5,0.4306765580733929,0.5,0.4306765580733929,0.4306765580733929
839346,1.0,1.0,0.3333333333333335,1.0,1.0
1101500,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1101637,1.0,1.0,0.5,1.0,1.0
1101727,1.0,1.0,1.0,1.0,1.0
1101784,1.0,1.0,1.0,1.0,1.0
1101945,0.2446505421182259,0.35620718710802235,0.1879018247091082,0.35620718710802235,0.35620718710802235
1102136,1.0,1.0,1.0,1.0,1.0
840053,1.0,1.0,1.0,1.0,1.0
53966,1.0,1.0,1.0,1.0,1.0
840482,0.3010299956639808,0.3010299956639808,0.6309297535714573,0.3333333333333335,0.3010299956639808
316422,0.20584683246043411,0.2559580248098152,0.16427204996205091,0.25,0.2559580248098152
140176,0.38685280723454163,0.6309297535714573,0.3010299956639808,0.6309297535714573,0.6309297535714573
1101698,0.6309297535714573,1.0,0.6309297535714573,1.0,1.0
582904,0.19055141242677287,0.1854490234153694,0.1965616322328234,0.18208790046993784,0.1854490234153694
583188,0.3010299956639808,0.3010299956639808,0.12232527105911117,0.2702381544273198,0.3010299956639808
583410,0.6309297535714573,0.35620718710802235,0.4306765580733929,0.35620718710802235,0.35620718710802235
101650,1.0,1.0,1.0,1.0,1.0
132928,1.0,1.0,0.3010299956639808,1.0,1.0
1058695,1.0,1.0,1.0,1.0,1.0
585920,0.1892003595168692,0.2626495350371938,0.17629143438888129,0.2559580248098152,0.2626495350371938
63192,0.38685280723454163,0.3154648767857289,0.1790522317510419,0.3154648767857289,0.3154648767857289
849749,1.0,1.0,1.0,1.0,1.0
63590,0.4306765580733929,0.35620718710802235,1.0,0.38685280723454163,0.35620718710802235
51054,1.0,1.0,1.0,1.0,1.0
821658,1.0,1.0,0.3154648767857289,1.0,1.0
591696,1.0,1.0,1.0,1.0,1.0
1059812,0.0,0.0,0.0,0.0,0.0
855859,1.0,1.0,0.4306765580733929,1.0,1.0
857825,,,,,
596542,0.27894294565112965,0.27894294565112965,0.201849086582099,0.27894294565112965,0.27894294565112965
72864,0.15134768166570822,0.12632841976782316,0.12439483484433111,0.12585835729009887,0.12632841976782316
74637,1.0,0.6309297535714573,0.2446505421182259,0.4306765580733929,0.6309297535714573
75994,1.0,1.0,1.0,1.0,1.0
600462,0.38685280723454163,0.38685280723454163,0.4306765580733929,0.38685280723454163,0.38685280723454163
601401,0.35620718710802235,0.35620718710802235,0.2446505421182259,0.35620718710802235,0.35620718710802235
77909,1.0,1.0,1.0,1.0,1.0
341669,1.0,1.0,0.3333333333333335,1.0,1.0
866336,1.0,1.0,1.0,1.0,1.0
79936,1.0,1.0,1.0,1.0,1.0
867875,0.18727711797402602,0.17336751665825822,0.15186115333086292,0.17181851718400587,0.17336751665825822
867947,0.6309297535714573,1.0,0.6309297535714573,1.0,1.0
605910,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
868105,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
823309,0.0,0.0,0.0,0.0,0.0
608527,1.0,1.0,1.0,1.0,1.0
609024,1.0,1.0,1.0,1.0,1.0
800792,0.6309297535714573,1.0,0.4306765580733929,1.0,1.0
872613,1.0,1.0,0.6309297535714573,1.0,1.0
873380,1.0,1.0,1.0,1.0,1.0
87062,0.4306765580733929,0.6309297535714573,0.28906482631788766,0.4306765580733929,0.6309297535714573
612313,1.0,1.0,1.0,1.0,1.0
299736,1.0,1.0,1.0,1.0,1.0
771152,0.6309297535714573,1.0,0.2626495350371938,1.0,1.0
352343,0.16762447888360832,0.1566497816007555,0.1965616322328234,0.15886688339244515,0.1566497816007555
539358,0.5,0.6309297535714573,0.38685280723454163,0.6309297535714573,0.6309297535714573
614879,1.0,1.0,1.0,1.0,1.0
282348,0.4306765580733929,0.4306765580733929,0.5,0.4306765580733929,0.4306765580733929
90718,0.5,0.35620718710802235,0.5,0.35620718710802235,0.35620718710802235
353484,1.0,1.0,0.35620718710802235,1.0,1.0
878648,1.0,1.0,1.0,1.0,1.0
15443,1.0,1.0,1.0,1.0,1.0
881594,1.0,1.0,1.0,1.0,1.0
96420,1.0,1.0,1.0,1.0,1.0
885467,0.5,0.5,0.2702381544273198,0.5,0.5
561979,1.0,1.0,1.0,1.0,1.0
624132,0.6309297535714573,0.35620718710802235,0.3010299956639808,0.35620718710802235,0.35620718710802235
672177,0.25,0.3333333333333335,0.2446505421182259,0.27894294565112965,0.3333333333333335
627054,0.4306765580733929,0.6309297535714573,0.35620718710802235,0.5,0.6309297535714573
627179,1.0,1.0,0.27894294565112965,1.0,1.0
889981,1.0,1.0,1.0,1.0,1.0
106515,1.0,1.0,1.0,1.0,1.0
893637,0.1737653428714392,0.1934264036172717,0.2153382790366969,0.1965616322328234,0.1934264036172717
1085977,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
631724,1.0,1.0,1.0,1.0,1.0
370672,1.0,1.0,0.5,1.0,1.0
896383,1.0,1.0,0.6309297535714573,1.0,1.0
717470,1.0,1.0,1.0,1.0,1.0
634894,1.0,1.0,1.0,1.0,1.0
897928,1.0,1.0,1.0,1.0,1.0
373722,1.0,1.0,1.0,1.0,1.0
898245,0.5,0.3010299956639808,0.23981246656813138,0.28906482631788766,0.3010299956639808
280796,1.0,1.0,1.0,1.0,1.0
903100,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1024378,1.0,1.0,0.6309297535714573,1.0,1.0
642247,0.6309297535714573,0.6309297535714573,0.5,0.6309297535714573,0.6309297535714573
380942,0.3333333333333335,0.6309297535714573,0.5,0.6309297535714573,0.6309297535714573
381543,1.0,0.6309297535714573,0.35620718710802235,0.6309297535714573,0.6309297535714573
906206,1.0,0.6309297535714573,0.5,0.6309297535714573,0.6309297535714573
120576,1.0,1.0,1.0,1.0,1.0
907104,0.2446505421182259,0.4306765580733929,0.23981246656813138,0.4306765580733929,0.4306765580733929
911056,1.0,0.6309297535714573,0.35620718710802235,0.6309297535714573,0.6309297535714573
650247,1.0,1.0,1.0,1.0,1.0
851178,1.0,1.0,0.6309297535714573,1.0,1.0
913163,1.0,1.0,1.0,1.0,1.0
389942,0.38685280723454163,0.4306765580733929,0.6309297535714573,0.4306765580733929,0.4306765580733929
128392,1.0,1.0,1.0,1.0,1.0
391811,1.0,1.0,1.0,1.0,1.0
130182,1.0,1.0,1.0,1.0,1.0
654992,0.19911993158527963,0.24223150434317864,0.14529302083924378,0.2333935632631987,0.24223150434317864
415199,0.10882017562744842,0.10868745825353206,0.1180404081475146,0.10880384901905557,0.10868745825353206
656853,1.0,1.0,0.6309297535714573,1.0,1.0
133530,1.0,1.0,1.0,1.0,1.0
135448,1.0,1.0,1.0,1.0,1.0
398172,1.0,1.0,1.0,1.0,1.0
662704,1.0,1.0,1.0,1.0,1.0
926518,1.0,1.0,1.0,1.0,1.0
926990,1.0,1.0,1.0,1.0,1.0
927456,0.3333333333333335,0.27894294565112965,0.2626495350371938,0.27894294565112965,0.27894294565112965
141085,1.0,1.0,0.4306765580733929,1.0,1.0
403276,1.0,1.0,1.0,1.0,1.0
404202,1.0,1.0,1.0,1.0,1.0
666719,0.6309297535714573,0.5,0.2626495350371938,0.5,0.5
142614,1.0,1.0,1.0,1.0,1.0
929790,0.52053543721495,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
405730,1.0,1.0,1.0,1.0,1.0
931052,0.17219543379409785,0.27894294565112965,0.203795047090507,0.3010299956639808,0.27894294565112965
144817,1.0,1.0,1.0,1.0,1.0
407573,0.2529790124049076,0.23137821315975948,0.203795047090507,0.23137821315975948,0.23137821315975948
932120,1.0,1.0,1.0,1.0,1.0
146176,1.0,1.0,0.5,1.0,1.0
671698,0.6309297535714573,1.0,1.0,1.0,1.0
672270,1.0,1.0,1.0,1.0,1.0
411514,1.0,1.0,0.27894294565112965,1.0,1.0
936137,0.5,0.5,1.0,0.5,0.5
149956,1.0,0.6309297535714573,1.0,1.0,0.6309297535714573
936720,0.1707072796637199,0.1879018247091082,0.12517705219431718,0.1771838201355571,0.1879018247091082
937947,1.0,1.0,1.0,1.0,1.0
151547,1.0,1.0,1.0,1.0,1.0
938912,0.3154648767857289,0.38685280723454163,0.5,0.38685280723454163,0.38685280723454163
153005,1.0,1.0,0.4306765580733929,1.0,1.0
153890,1.0,1.0,1.0,1.0,1.0
940541,1.0,1.0,0.4306765580733929,0.6309297535714573,1.0
986959,1.0,1.0,1.0,1.0,1.0
679241,1.0,0.6309297535714573,1.0,1.0,0.6309297535714573
155056,1.0,1.0,0.6309297535714573,1.0,1.0
941749,1.0,1.0,1.0,1.0,1.0
679744,1.0,1.0,1.0,1.0,1.0
155700,1.0,1.0,1.0,1.0,1.0
944522,1.0,1.0,0.4306765580733929,1.0,1.0
682408,1.0,1.0,1.0,1.0,1.0
682425,0.20482093977547056,0.23137821315975948,0.1999999999999993,0.23137821315975948,0.23137821315975948
421573,1.0,1.0,1.0,1.0,1.0
160460,0.27894294565112965,0.28906482631788766,0.15817959093978118,0.27894294565112965,0.28906482631788766
990938,1.0,1.0,1.0,1.0,1.0
685628,1.0,1.0,1.0,1.0,1.0
947914,0.4306765580733929,0.6309297535714573,0.1854490234153694,0.5,0.6309297535714573
424093,0.19277625828234748,0.1586349589155951,0.15442266280111028,0.15957141566993727,0.1586349589155951
686287,1.0,1.0,1.0,1.0,1.0
949850,0.22106472945750344,0.35620718710802235,0.17296969044507726,0.35620718710802235,0.35620718710802235
950139,0.11105904214981166,0.1634284375643631,0.10852673831782056,0.1500305124278185,0.1634284375643631
688330,0.6309297535714573,0.6309297535714573,0.3333333333333335,0.6309297535714573,0.6309297535714573
426223,1.0,1.0,1.0,1.0,1.0
426933,0.5,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
690397,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
857824,1.0,1.0,0.6309297535714573,1.0,1.0
590433,1.0,1.0,1.0,1.0,1.0
954759,1.0,0.5,0.5,0.5,0.5
430532,0.203795047090507,0.19195872000656067,0.2446505421182259,0.1934264036172717,0.19195872000656067
421365,1.0,1.0,1.0,1.0,1.0
694899,0.28400388598450865,0.2745905500392247,0.28906482631788766,0.2745905500392247,0.2745905500392247
432811,1.0,1.0,1.0,1.0,1.0
957632,0.3447702602206779,0.371529997171282,0.35620718710802235,0.371529997171282,0.371529997171282
695750,1.0,1.0,0.5,1.0,1.0
171485,1.0,1.0,1.0,1.0,1.0
696644,0.13257533357184936,0.13271183229178884,0.14026655943145983,0.13271183229178884,0.13271183229178884
696928,0.5,0.5,0.5,0.5,0.5
435284,0.1737653428714392,0.3010299956639808,0.3333333333333335,0.35620718710802235,0.3010299956639808
697488,1.0,0.6309297535714573,0.3154648767857289,0.6309297535714573,0.6309297535714573
959697,1.0,1.0,1.0,1.0,1.0
698146,1.0,1.0,1.0,1.0,1.0
698828,1.0,1.0,0.28906482631788766,1.0,1.0
439786,1.0,1.0,1.0,1.0,1.0
178074,1.0,1.0,0.38685280723454163,1.0,1.0
608254,0.6309297535714573,1.0,0.6309297535714573,1.0,1.0
965365,1.0,1.0,0.5,1.0,1.0
703355,0.20482093977547056,0.2195845107215173,0.2446505421182259,0.2195845107215173,0.2195845107215173
703747,1.0,1.0,1.0,1.0,1.0
1078940,0.3333333333333335,1.0,0.21274605355336274,0.5,1.0
860573,1.0,1.0,1.0,1.0,1.0
969974,0.6309297535714573,0.6309297535714573,0.25,0.6309297535714573,0.6309297535714573
445696,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
446873,0.1949590218937871,0.23540891336663794,0.14555268036201596,0.23137821315975948,0.23540891336663794
973103,0.5,0.5,0.4306765580733929,0.5,0.5
711053,0.6309297535714573,0.6309297535714573,0.5,0.6309297535714573,0.6309297535714573
973587,0.09008485338975705,0.09008485338975705,0.0912529259992425,0.09008485338975705,0.09008485338975705
992515,0.5,0.5,0.4306765580733929,0.5,0.5
450093,1.0,1.0,1.0,1.0,1.0
974779,1.0,1.0,0.6309297535714573,1.0,1.0
713360,1.0,1.0,1.0,1.0,1.0
451595,1.0,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
453034,0.18486892828203771,0.17954177920386716,0.20584683246043411,0.17954177920386716,0.17954177920386716
715568,0.1598352714103619,0.15888845222823278,0.15329048865267936,0.15888845222823278,0.15888845222823278
294047,0.13164552318519895,0.11502869156581852,0.14067617071310323,0.11804047942578202,0.11502869156581852
453851,0.16427204996205091,0.1854490234153694,0.201849086582099,0.19195872000656067,0.1854490234153694
949649,0.3333333333333335,0.38685280723454163,0.35620718710802235,0.38685280723454163,0.38685280723454163
193866,1.0,1.0,1.0,1.0,1.0
193892,0.35620718710802235,0.3154648767857289,0.4306765580733929,0.3333333333333335,0.3154648767857289
193984,0.38685280723454163,0.6309297535714573,0.21030991785715258,0.5,0.6309297535714573
718814,1.0,1.0,0.35620718710802235,1.0,1.0
950065,1.0,1.0,1.0,1.0,1.0
982481,0.5,0.38685280723454163,0.4306765580733929,0.38685280723454163,0.38685280723454163
982492,0.6309297535714573,0.6309297535714573,0.35620718710802235,0.6309297535714573,0.6309297535714573
196768,1.0,1.0,1.0,1.0,1.0
197187,1.0,1.0,1.0,1.0,1.0
197192,0.4306765580733929,0.4306765580733929,0.4306765580733929,0.4306765580733929,0.4306765580733929
837550,0.16604764621593837,0.17458343004804533,0.18665241123894383,0.1781035935540114,0.17458343004804533
775684,1.0,1.0,1.0,1.0,1.0
722065,,,,,
984963,0.6309297535714573,1.0,1.0,1.0,1.0
985936,0.4306765580733929,0.5,0.3154648767857289,0.5,0.5
461734,0.3333333333333335,0.28906482631788766,0.20584683246043411,0.2702381544273198,0.28906482631788766
724602,1.0,1.0,1.0,1.0,1.0
987183,1.0,1.0,0.6309297535714573,1.0,1.0
987986,0.38685280723454163,1.0,0.15186115333086292,1.0,1.0
988519,1.0,1.0,1.0,1.0,1.0
726614,,,,,
252191,1.0,1.0,1.0,1.0,1.0
935352,0.14006882243818755,0.14173777012358002,0.12309023482255554,0.14152099882215197,0.14173777012358002
1038728,1.0,1.0,1.0,1.0,1.0
989500,0.3333333333333335,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
990362,1.0,1.0,1.0,1.0,1.0
990901,0.4306765580733929,0.38685280723454163,0.5,0.38685280723454163,0.38685280723454163
992478,0.28906482631788766,0.3154648767857289,0.5,0.3154648767857289,0.3154648767857289
992639,0.35620718710802235,0.3333333333333335,0.27894294565112965,0.3333333333333335,0.3333333333333335
992918,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
993450,1.0,1.0,0.6309297535714573,1.0,1.0
994006,0.4306765580733929,0.4306765580733929,0.23981246656813138,0.4306765580733929,0.4306765580733929
994257,1.0,1.0,1.0,1.0,1.0
470611,1.0,1.0,1.0,1.0,1.0
208970,0.2702381544273198,0.2559580248098152,0.2626495350371938,0.2559580248098152,0.2559580248098152
995526,1.0,1.0,0.38685280723454163,1.0,1.0
733583,0.5,0.4306765580733929,0.38685280723454163,0.4306765580733929,0.4306765580733929
996070,1.0,1.0,1.0,1.0,1.0
997999,,,,,
211924,1.0,1.0,1.0,1.0,1.0
998660,1.0,1.0,1.0,1.0,1.0
998958,1.0,1.0,1.0,1.0,1.0
999028,1.0,1.0,0.3010299956639808,1.0,1.0
999053,1.0,1.0,0.28906482631788766,1.0,1.0
999294,0.35620718710802235,0.35620718710802235,0.2559580248098152,0.35620718710802235,0.35620718710802235
999516,1.0,1.0,1.0,1.0,1.0
999830,0.6309297535714573,1.0,0.3154648767857289,0.6309297535714573,1.0
559952,1.0,1.0,1.0,1.0,1.0
1084323,0.08723087130917231,0.08694952642470564,0.08445110572404246,0.08694952642470564,0.08694952642470564
472706,1.0,1.0,1.0,1.0,1.0
1001431,1.0,1.0,1.0,1.0,1.0
1002643,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1002654,1.0,1.0,1.0,1.0,1.0
1002713,0.6309297535714573,1.0,1.0,1.0,1.0
560353,0.5,0.5,0.1586349589155951,0.5,0.5
1003048,0.6309297535714573,0.5,1.0,0.5,0.5
741149,1.0,1.0,1.0,1.0,1.0
1003325,1.0,1.0,1.0,1.0,1.0
1003375,1.0,1.0,0.38685280723454163,1.0,1.0
741668,1.0,1.0,1.0,1.0,1.0
997477,,,,,
853402,1.0,1.0,1.0,1.0,1.0
481297,1.0,1.0,1.0,1.0,1.0
481663,1.0,1.0,0.5,1.0,1.0
1006459,0.15817959093978118,0.3333333333333335,0.27894294565112965,0.38685280723454163,0.3333333333333335
221095,1.0,1.0,1.0,1.0,1.0
1008374,0.3010299956639808,0.4306765580733929,0.2626495350371938,0.35620718710802235,0.4306765580733929
